"x","y","SL","TA","behav_fine","behav_coarse"
0,0,NA,NA,NA,NA
-8.23078660430331,0.147710147571559,8.23211190480756,3.12364852497666,"Encamped","Encamped"
-2.28078820981488,0.75207559273263,5.98061355428686,-3.02242164945719,"Encamped","Encamped"
-3.23875407465213,0.970281153381796,0.982503061008765,2.81640677705044,"Encamped","Encamped"
-12.1935961785246,1.42260523107827,8.9662586498802,0.173490218956066,"Transit","Encamped"
-16.0026809566785,9.91240807666789,9.30515336811519,-1.09858363611148,"Transit","Encamped"
-15.3494956777268,8.77651255614349,1.31030898729525,-3.04147227555496,"Encamped","Encamped"
-15.2408502392526,9.18900827863898,0.426563655716622,2.36219169481005,"Encamped","Encamped"
-14.683456847612,7.9412637827132,1.36658469190814,-2.46393240306476,"Encamped","Encamped"
-14.8978870686656,8.36011870192662,0.470552614539936,-3.08855922240435,"Encamped","Encamped"
-10.2189578963433,28.4351558754835,20.6130903971068,-0.702141093815019,"Transit","Encamped"
-10.3021229850426,27.963294177231,0.479134526261725,-3.08706573320341,"Encamped","Encamped"
-6.28446975002473,32.4668846045918,6.03521865836402,2.58761651462689,"Encamped","Encamped"
-9.28451466161453,29.854969465134,3.97773430074015,3.01557657103219,"Encamped","Encamped"
-7.90861552538808,30.3815958671204,1.47323922033654,2.79079416989341,"Encamped","Encamped"
-9.23479207610527,30.0658032894961,1.36325683411261,3.0098132486549,"Encamped","Encamped"
-15.1055801209562,28.4135229330642,6.09886732466081,0.0405753725509773,"Transit","Encamped"
-14.195781352335,29.1718081309154,1.18436913192838,-2.72112125387369,"Encamped","Encamped"
-14.9544510045345,28.6133638549241,0.942040153367114,3.08131177630115,"Encamped","Encamped"
-17.9937711996096,25.0904345893081,4.65279462890038,0.224425858195218,"Transit","Encamped"
-20.2490863000615,20.7019224464398,4.93411441197193,0.237119264761952,"Transit","Encamped"
-19.2105629691774,23.1802968647804,2.68716774062868,-3.06368302012171,"Encamped","Encamped"
-20.7856668044807,19.5636097438353,3.94479122676944,3.12766025027531,"Encamped","Encamped"
-21.8666992789674,5.06019025030859,14.5436518184432,0.336340214807234,"Transit","Encamped"
-22.0793680890791,7.51561006539963,2.46461244238035,-2.98079745459044,"Encamped","Encamped"
-26.3899830045691,19.1337440351101,12.3920312252586,0.268884559609515,"Transit","Encamped"
-26.0735144179698,16.9087710176978,2.24736674677649,2.92759880917635,"Encamped","Encamped"
-26.1457935421735,17.5281385639184,0.623570708987305,3.11647836109585,"Encamped","Encamped"
-26.1358826424772,17.2553817231562,0.272936842722531,3.06173989021768,"Encamped","Encamped"
-27.084056245497,14.7811928978142,2.64964969852827,-0.402283018704561,"Encamped","Encamped"
-26.7170040422213,16.3267777292761,1.58857161978131,-3.00879466478541,"Encamped","Encamped"
-26.7152418534283,14.4244256799276,1.90235286552457,-2.9075013501114,"Encamped","Encamped"
-26.5352507124247,16.8495184274608,2.43176307336417,3.06658185652147,"Encamped","Encamped"
-26.4938034739981,16.2107319486841,0.640129704857557,-3.00271466290393,"Encamped","Encamped"
-26.8839564158165,18.8574090533373,2.67527924043539,-3.06002786654437,"Encamped","Encamped"
-26.8723669030702,17.8350165260027,1.02245821271841,3.00656954488059,"Encamped","Encamped"
-27.3965164972341,19.2420023760826,1.5014466288841,-2.79632119443122,"Encamped","Encamped"
-26.9266505484025,18.6385185339045,0.764831195520581,-2.83665081171355,"Encamped","Encamped"
-28.5632861732908,20.8989400595244,2.79071346471454,3.10672282145945,"Encamped","Encamped"
-26.7912311374827,17.5735745245874,3.76805453661161,3.00452633218036,"Encamped","Encamped"
-27.1212755853158,18.8052270349878,1.2751067578525,2.9137979971251,"Encamped","Encamped"
-25.3817413647215,18.6083384077577,1.75064115002221,-1.94531904607946,"Encamped","Encamped"
-25.9580046916157,18.8037045339556,0.608479535554621,2.92743582068293,"Encamped","Encamped"
-25.7761329220688,18.7949510769365,0.182082298886827,-2.86282350100613,"Encamped","Encamped"
-17.1570268015123,24.1042353382715,10.1231165994013,0.600186769424169,"Transit","Encamped"
-10.3158798270167,30.3275171809955,9.24827166667528,0.186045626521946,"Transit","Encamped"
-12.0027583107356,28.4300108746239,2.53891496540431,-3.03563905240329,"Encamped","Encamped"
-10.7729034979606,28.7849375114415,1.28004522499348,2.57845781518848,"Encamped","Encamped"
-15.3024180301111,27.629055900399,4.67467262979017,3.11049050482602,"Encamped","Encamped"
-14.7900310242352,27.7524318253758,0.527031367808723,3.12802496664077,"Encamped","Encamped"
-17.4193688524854,29.6008925040158,3.2140666289835,2.29255828532872,"Encamped","Encamped"
-15.2171749757364,27.2775418827107,3.20118977574112,2.94217489480931,"Encamped","Encamped"
-15.5590821802005,27.5440244233554,0.433489885617763,-2.99148239664434,"Encamped","Encamped"
-15.2650170591137,27.3755990154184,0.338882595419928,-2.99968009267762,"Encamped","Encamped"
-2.22203503005128,24.2239377973314,13.4183586419516,0.283048875461179,"Transit","Encamped"
-2.85445241826479,24.716161983591,0.801396532594031,2.71730248578654,"Encamped","Encamped"
-0.748713880928124,22.5397173625388,3.02837348689553,3.00106629415656,"Encamped","Encamped"
-1.72476650120668,23.8442914894836,1.62929198434362,3.0150381776483,"Encamped","Encamped"
-7.781015114443,26.649408524985,6.67434107970122,0.494704833405411,"Transit","Encamped"
-5.2806002597228,29.0401652850961,3.45944971516028,-1.94485233533811,"Encamped","Encamped"
-5.48147999175353,27.8483931091813,1.20858329709852,-2.5007645264117,"Encamped","Encamped"
-5.08023783991575,29.5773881228648,1.77494197701042,3.08054817545238,"Encamped","Encamped"
-1.44600881937226,43.0019983674718,13.9078316352108,-0.0363467814236316,"Transit","Encamped"
-1.96312950129964,41.4256257165556,1.65902517588903,3.08898654064587,"Encamped","Encamped"
-0.96522266556745,44.2177698739947,2.96511164186483,3.11532566990578,"Encamped","Encamped"
-2.02050420828361,40.6425762879491,3.72768404134513,-3.08536000433032,"Encamped","Encamped"
-2.14355504731427,42.5305146305177,1.89194415729605,-2.78948976646766,"Encamped","Encamped"
-2.12338700166423,41.9854186103033,0.545468992078292,3.11348955155672,"Encamped","Encamped"
-3.68615982699692,45.9435684342715,4.25549162055075,-2.80253843340462,"Encamped","Encamped"
-0.502012765650482,45.762554407011,3.18928810024215,-2.00362013934793,"Encamped","Encamped"
6.77962749530564,42.2846290399721,8.06958795408231,-0.388804100315361,"Transit","Encamped"
8.56641406265626,31.5596417559734,10.8728082149552,-0.960120688378793,"Transit","Encamped"
7.67870951415086,32.6803263331376,1.42966894312313,-2.63676588358723,"Encamped","Encamped"
8.97079050775585,31.2475315428283,1.92934553804457,-3.07770002044228,"Encamped","Encamped"
7.50504614778329,32.4212978052965,1.8778002470177,-2.97982767600243,"Encamped","Encamped"
9.24588464717294,30.9628090818073,2.27105879217208,3.11944709320087,"Encamped","Encamped"
5.88362821040869,36.0328274544781,6.0835725232614,2.85374382556793,"Encamped","Encamped"
7.01785527788349,35.4457821099996,1.27714262205373,-2.63397746479025,"Encamped","Encamped"
8.14044380577509,37.807104511469,2.61458380753704,1.6046231985071,"Encamped","Encamped"
11.4175085768028,47.682101809877,10.4045530974221,0.123360887043929,"Transit","Encamped"
11.3061371580624,47.3974339191276,0.30567859090226,3.08908621273995,"Encamped","Encamped"
12.0750487932431,49.0296757251632,1.80428335249395,3.07427564647152,"Encamped","Encamped"
11.3181600186496,49.2085508684786,0.777738345461883,1.77896751068998,"Encamped","Encamped"
4.23297616237955,51.3859909895236,7.41222475090214,-0.0660900452498652,"Transit","Encamped"
5.58142632996349,51.0077462973388,1.40049523441643,-3.11690643517809,"Encamped","Encamped"
1.04067576204183,52.9313334032968,4.93138956829502,3.01436037668125,"Encamped","Encamped"
3.99195841110188,54.9003492745023,3.54782930475834,-2.15253203836622,"Encamped","Encamped"
3.02228232371831,54.4619398986034,1.06417784947798,2.9778546735578,"Encamped","Encamped"
5.25218065602448,54.5879085412592,2.23345353015334,2.7734084065144,"Encamped","Encamped"
15.6123978965781,53.114647319782,10.4644445575565,-0.197687401445661,"Transit","Encamped"
14.1182619102789,52.9471434897627,1.50349588580257,-2.88869469398915,"Encamped","Encamped"
-0.275229542162399,55.9523988209131,14.7038823375634,-0.317476904076567,"Transit","Encamped"
0.102894022498205,55.9403749723251,0.378314687907447,-2.96754510446922,"Encamped","Encamped"
-0.96126148471679,56.1330364236804,1.08145521330027,2.99427442288687,"Encamped","Encamped"
0.8935989372547,55.573809096365,1.93732867335736,3.02787299802297,"Encamped","Encamped"
2.27389897207513,57.3785280748121,2.2720560682546,1.21069839729805,"Encamped","Encamped"
5.31540792007975,70.8785432236702,13.8383953441209,0.431326999226118,"Transit","Encamped"
10.6214067470044,78.7021714447004,9.45318899061192,-0.374349180884748,"Transit","Encamped"
9.75645664781298,78.2303957605535,0.985246654520382,2.66607544881681,"Encamped","Encamped"
12.3367789253886,78.8537688455065,2.65455402265561,2.87930483369247,"Encamped","Encamped"
9.69792626175995,77.7432840492136,2.86299141862808,-2.98031220452898,"Encamped","Encamped"
10.7761142263318,80.9712693808403,3.40328937766754,-2.2914838864258,"Encamped","Encamped"
10.513745506698,80.072029484451,0.936733546052696,-3.10311760201885,"Encamped","Encamped"
10.9759062845556,82.2245255007622,2.20155210813315,-3.06920410945461,"Encamped","Encamped"
10.99799891143,81.7599205020747,0.465129969973513,-2.88257879898482,"Encamped","Encamped"
10.7642646392883,84.2317622171365,2.48286793331686,-3.09482985258152,"Encamped","Encamped"
10.7747427498443,82.1767225954316,2.05506633410652,3.05241292008578,"Encamped","Encamped"
10.7908463626988,82.2880663645903,0.112502272321227,2.99286025799675,"Encamped","Encamped"
6.71365131636612,80.6655276855842,4.3881831332239,2.09317191903756,"Encamped","Encamped"
8.26287482301865,81.9263257432319,1.99742464582099,-2.83721990940203,"Encamped","Encamped"
6.1389081786145,80.3125623699341,2.66748318299085,3.10821377517472,"Encamped","Encamped"
7.41375426734642,81.8757254419476,2.01710469229086,-2.90468631962944,"Encamped","Encamped"
6.0951529690443,80.8691271073445,1.65890011486823,2.90696216502717,"Encamped","Encamped"
7.67815793718571,81.7293607548129,1.80163999106294,2.98735698592265,"Encamped","Encamped"
4.95207250344984,82.942641933494,2.98388890720963,2.22507554797517,"Encamped","Encamped"
6.31340248359543,83.2525527253725,1.39616045416202,-2.49901335955884,"Encamped","Encamped"
3.48241035734035,84.8109513680111,3.23158208131808,2.41454447218255,"Encamped","Encamped"
6.3822108785244,82.8512995227898,3.49986834282926,3.05051155111812,"Encamped","Encamped"
3.27270511071568,83.8433740181144,3.26392982833719,-2.85613855607125,"Encamped","Encamped"
0.946907389297944,74.5098657346974,9.61892467574032,1.63541916242831,"Transit","Encamped"
2.8116491728677,74.0787075543211,1.91393816407331,1.5877875454308,"Encamped","Encamped"
2.65828178371644,73.6028223996937,0.499988236311344,-1.65534143423694,"Encamped","Encamped"
3.36067115003139,75.2649075770476,1.80440515369792,3.05352869583897,"Encamped","Encamped"
3.07163936154523,74.6820062798549,0.65062531231452,3.08110237840963,"Encamped","Encamped"
3.3514702048853,75.2867446073951,0.666343564297386,-3.11466030457962,"Encamped","Encamped"
6.37294945699293,82.9771811924475,8.26269639643314,0.0590297651999244,"Transit","Encamped"
7.11179267652157,79.9261508978013,3.13921569215825,-2.52964430935658,"Encamped","Encamped"
7.67264688875287,65.1964792793784,14.7403454312967,-0.199530003431308,"Transit","Encamped"
15.6765685334117,68.4264686366809,8.63108295303233,1.91630191982778,"Transit","Encamped"
12.9909723182658,68.9454535454473,2.73528286770003,2.56713447857685,"Encamped","Encamped"
15.3706166638103,66.8383512917713,3.17845671965633,2.60775823219324,"Encamped","Encamped"
15.2130392683734,66.9577809286209,0.197722213498347,-3.06540869091073,"Encamped","Encamped"
8.40073472418129,74.5734875018223,10.2179489043508,-0.192479274843198,"Transit","Encamped"
8.79758304145131,74.2905919651684,0.48735866831188,-2.91987030718706,"Encamped","Encamped"
5.07491448947618,77.9282056080661,5.20485294344232,2.98705176954213,"Encamped","Encamped"
8.69970562684125,74.93085558722,4.70353249558103,-3.0586811049196,"Encamped","Encamped"
8.29452722912522,76.3666844279567,1.49190280979256,2.53676705602209,"Encamped","Encamped"
11.9067268993923,75.1231497778768,3.82025717509004,-2.17738766827492,"Encamped","Encamped"
11.4976451722817,75.1175316227724,0.409120303972507,-2.79630812975826,"Encamped","Encamped"
12.3975867626986,75.1161250202435,0.899942689671229,3.12629694878281,"Encamped","Encamped"
10.950055708537,74.970476131064,1.45484011206774,-3.03974833832556,"Encamped","Encamped"
14.4525866277023,75.2502278381632,3.51368522456603,3.1210134356727,"Encamped","Encamped"
14.2705843259065,75.2806841445992,0.184532990168932,2.89608658668569,"Encamped","Encamped"
15.3056285607159,74.6787911977326,1.19732689249842,2.78068050277733,"Encamped","Encamped"
14.5809656421068,74.9927755505795,0.789761052116275,-3.02374226009899,"Encamped","Encamped"
15.9455330562986,74.0163315992562,1.67794130348772,2.92935878087446,"Encamped","Encamped"
16.6270678978051,75.1225565109585,1.29931647240314,1.63972898385745,"Encamped","Encamped"
18.5195491234781,83.3837065333664,8.47514512455415,0.326970546252047,"Transit","Encamped"
17.7861377990451,91.2447357732988,7.89516769181491,0.318224208090644,"Transit","Encamped"
18.0594166152684,89.4423945001471,1.82294140780838,-3.08414230359547,"Encamped","Encamped"
14.4259665061739,88.4328783729482,3.77108505689721,-1.45027030413737,"Encamped","Encamped"
16.0721073426071,88.0766568698508,1.68424268222898,2.65747650026245,"Encamped","Encamped"
14.7227549265018,87.874042003839,1.36447965421916,-2.77943709102752,"Encamped","Encamped"
16.1149972815355,88.5251205730503,1.53695871071276,-2.85320402115147,"Encamped","Encamped"
15.7589816974509,88.3886878492657,0.381262356167433,3.07011917534377,"Encamped","Encamped"
17.1219158187803,88.7513349002262,1.41035538168732,3.03568680589031,"Encamped","Encamped"
18.8814531824586,87.1114418234083,2.40524864360744,-1.01027020131458,"Encamped","Encamped"
18.0888175263717,87.9737505935807,1.1712590227685,3.06433665748558,"Encamped","Encamped"
19.9638356134521,85.721351628078,2.93069853903065,3.09248860104769,"Encamped","Encamped"
18.7733073222748,86.2909454107327,1.31977069573945,-2.71126487670533,"Encamped","Encamped"
12.2096946703265,86.9000261211055,6.59181237267593,0.353717994924654,"Transit","Encamped"
12.1754163727399,86.5875119071627,0.314388510607026,1.55407905798352,"Encamped","Encamped"
10.8445473008133,87.3402822598867,1.52901134415373,-1.97630626176423,"Encamped","Encamped"
11.6529087007955,90.8183761134026,3.57079613067534,-1.28439845211208,"Encamped","Encamped"
8.71386970067071,93.1458165726675,3.7489904421961,1.12937162381459,"Encamped","Encamped"
2.00144937272575,99.3294372696631,9.12654105251941,-0.0746307163638971,"Transit","Encamped"
2.38616650616431,99.235159373479,0.396100485319191,-2.63749804082463,"Encamped","Encamped"
7.80207435301231,96.451741313667,6.08929174052591,-0.234410699677259,"Transit","Encamped"
6.50312939779,97.5186815748594,1.68095791668049,2.92867689671695,"Encamped","Encamped"
8.17285783056397,95.758137803228,2.42641863886759,3.01737416093404,"Encamped","Encamped"
7.07054722229099,96.6492607029129,1.41745853535613,-3.0095761779673,"Encamped","Encamped"
7.52789754761359,96.4790642741502,0.487991951200274,-2.81799970298902,"Encamped","Encamped"
14.2183630997513,93.7391542095799,7.22976047087835,-0.032432927914229,"Transit","Encamped"
13.3468235555892,94.1663024339565,0.970585793542414,3.07458032843182,"Encamped","Encamped"
14.8171998566143,92.8506464782322,1.97305779450298,2.86737428472019,"Encamped","Encamped"
12.9943863077841,93.8615126083855,2.08434631644792,-2.9180120208328,"Encamped","Encamped"
17.3409658657752,91.9774530917865,4.73734462711275,-3.04426518595918,"Encamped","Encamped"
14.5250052444231,93.9746808353442,3.45232572053139,2.93369651264303,"Encamped","Encamped"
17.0473612412848,94.0672687696211,2.52405473404945,-2.48799330982985,"Encamped","Encamped"
15.3639523610851,94.0258247176353,1.68391896104894,3.12951635274141,"Encamped","Encamped"
