"id","brks","type","acc"
"2_4",29900,"True","True"
"2_4",30100,"True","True"
"2_4",30800,"True","True"
"2_4",30900,"True","True"
"2_4",31000,"True","True"
"2_4",31100,"True","True"
"2_4",31200,"True","True"
"2_4",31300,"True","True"
"2_4",31500,"True","True"
"2_4",31600,"True","True"
"2_4",31700,"True","True"
"2_4",31800,"True","True"
"2_4",31900,"True","True"
"2_4",32100,"True","True"
"2_4",32200,"True","True"
"2_4",32300,"True","True"
"2_4",32400,"True","True"
"2_4",32500,"True","True"
"2_4",32900,"True","True"
"2_4",33000,"True","True"
"2_4",33100,"True","True"
"2_4",33200,"True","True"
"2_4",33300,"True","True"
"2_4",33500,"True","True"
"2_4",33600,"True","True"
"2_4",33800,"True","True"
"2_4",33900,"True","True"
"2_4",34000,"True","True"
"2_4",34200,"True","True"
"2_4",34500,"True","True"
"2_4",34600,"True","True"
"2_4",34700,"True","True"
"2_4",34800,"True","True"
"2_4",35300,"True","True"
"2_4",35500,"True","True"
"2_4",35600,"True","True"
"2_4",35700,"True","True"
"2_4",35800,"True","True"
"2_4",36100,"True","True"
"2_4",36200,"True","True"
"2_4",36300,"True","True"
"2_4",36400,"True","True"
"2_4",36500,"True","True"
"2_4",36700,"True","True"
"2_4",36900,"True","True"
"2_4",37000,"True","True"
"2_4",37100,"True","True"
"2_4",37200,"True","True"
"2_4",37300,"True","True"
"2_4",37500,"True","True"
"2_4",38000,"True","True"
"2_4",38100,"True","True"
"2_4",38200,"True","True"
"2_4",38300,"True","True"
"2_4",38400,"True","True"
"2_4",38500,"True","True"
"2_4",38900,"True","True"
"2_4",39000,"True","True"
"2_4",39100,"True","True"
"2_4",39200,"True","True"
"2_4",39500,"True","True"
"2_4",39700,"True","True"
"2_4",39800,"True","True"
"2_4",39900,"True","True"
"2_4",40000,"True","True"
"2_4",40100,"True","True"
"2_4",40200,"True","True"
"2_4",40300,"True","True"
"2_4",40700,"True","True"
"2_4",40800,"True","True"
"2_4",40900,"True","True"
"2_4",41000,"True","True"
"2_4",41200,"True","True"
"2_4",41700,"True","True"
"2_4",41900,"True","True"
"2_4",42100,"True","True"
"2_4",42200,"True","True"
"2_4",42400,"True","True"
"2_4",42500,"True","True"
"2_4",42600,"True","True"
"2_4",42700,"True","True"
"2_4",42800,"True","True"
"2_4",43100,"True","True"
"2_4",43200,"True","True"
"2_4",43300,"True","True"
"2_4",43400,"True","True"
"2_4",43500,"True","True"
"2_4",43700,"True","True"
"2_4",43800,"True","True"
"2_4",44100,"True","True"
"2_4",44200,"True","True"
"2_4",44700,"True","True"
"2_4",44800,"True","True"
"2_4",44900,"True","True"
"2_4",45300,"True","Missing"
"2_4",45400,"True","Missing"
"2_4",45800,"True","True"
"2_4",45900,"True","True"
"2_4",46000,"True","True"
"2_4",46100,"True","True"
"2_4",46300,"True","True"
"2_4",46400,"True","True"
"2_4",46500,"True","True"
"2_4",46600,"True","True"
"2_4",46700,"True","True"
"2_4",46800,"True","True"
"2_4",47100,"True","True"
"2_4",47200,"True","True"
"2_4",47600,"True","True"
"2_4",48000,"True","True"
"2_4",48100,"True","True"
"2_4",48200,"True","True"
"2_4",48300,"True","True"
"2_4",48400,"True","True"
"2_4",48500,"True","True"
"2_4",48600,"True","True"
"2_4",48900,"True","True"
"2_4",49000,"True","True"
"2_4",49200,"True","True"
"2_4",49300,"True","True"
"2_4",49400,"True","True"
"2_4",49500,"True","True"
"2_4",49600,"True","True"
"2_4",49700,"True","True"
"2_4",49800,"True","True"
"2_4",49900,"True","True"
"2_4",102,"Model","Accurate"
"2_4",198,"Model","Accurate"
"2_4",802,"Model","Accurate"
"2_4",900,"Model","Accurate"
"2_4",1102,"Model","Accurate"
"2_4",1504,"Model","Accurate"
"2_4",1602,"Model","Accurate"
"2_4",1707,"Model","Accurate"
"2_4",1805,"Model","Accurate"
"2_4",1901,"Model","Accurate"
"2_4",2091,"Model","Accurate"
"2_4",2118,"Model","Accurate"
"2_4",2285,"Model","Accurate"
"2_4",2308,"Model","Accurate"
"2_4",2405,"Model","Accurate"
"2_4",2495,"Model","Accurate"
"2_4",2903,"Model","Accurate"
"2_4",3005,"Model","Accurate"
"2_4",3106,"Model","Accurate"
"2_4",3202,"Model","Accurate"
"2_4",3306,"Model","Accurate"
"2_4",3490,"Model","Accurate Duplicate"
"2_4",3491,"Model","Accurate Duplicate"
"2_4",3595,"Model","Accurate"
"2_4",3704,"Model","Accurate"
"2_4",3801,"Model","Accurate"
"2_4",4001,"Model","Accurate"
"2_4",4102,"Model","Accurate"
"2_4",4201,"Model","Accurate"
"2_4",4301,"Model","Accurate"
"2_4",4501,"Model","Accurate"
"2_4",5101,"Model","Accurate"
"2_4",5131,"Model","Inaccurate"
"2_4",5209,"Model","Accurate"
"2_4",5300,"Model","Accurate"
"2_4",5404,"Model","Accurate"
"2_4",5508,"Model","Accurate"
"2_4",5598,"Model","Accurate"
"2_4",5699,"Model","Accurate"
"2_4",5900,"Model","Accurate"
"2_4",6104,"Model","Accurate"
"2_4",6208,"Model","Accurate"
"2_4",6301,"Model","Accurate"
"2_4",6399,"Model","Accurate"
"2_4",6602,"Model","Accurate"
"2_4",6702,"Model","Accurate"
"2_4",6903,"Model","Accurate"
"2_4",7110,"Model","Accurate"
"2_4",7204,"Model","Accurate"
"2_4",7907,"Model","Accurate"
"2_4",7992,"Model","Accurate Duplicate"
"2_4",8001,"Model","Accurate Duplicate"
"2_4",8104,"Model","Accurate"
"2_4",8304,"Model","Accurate"
"2_4",8600,"Model","Accurate Duplicate"
"2_4",8609,"Model","Accurate Duplicate"
"2_4",8801,"Model","Accurate"
"2_4",8909,"Model","Accurate"
"2_4",9199,"Model","Accurate"
"2_4",9299,"Model","Accurate"
"2_4",9407,"Model","Accurate"
"2_4",9605,"Model","Accurate"
"2_4",9636,"Model","Inaccurate"
"2_4",9705,"Model","Accurate"
"2_4",9802,"Model","Accurate"
"2_4",9899,"Model","Accurate"
"2_4",10197,"Model","Accurate"
"2_4",10403,"Model","Accurate"
"2_4",10604,"Model","Accurate"
"2_4",10702,"Model","Accurate"
"2_4",11101,"Model","Accurate"
"2_4",11291,"Model","Accurate"
"2_4",11402,"Model","Accurate"
"2_4",11502,"Model","Accurate Duplicate"
"2_4",11511,"Model","Accurate Duplicate"
"2_4",11602,"Model","Accurate"
"2_4",11694,"Model","Accurate Duplicate"
"2_4",11704,"Model","Accurate Duplicate"
"2_4",11782,"Model","Accurate Duplicate"
"2_4",11801,"Model","Accurate Duplicate"
"2_4",11903,"Model","Accurate"
"2_4",12311,"Model","Accurate"
"2_4",12404,"Model","Accurate"
"2_4",13304,"Model","Accurate"
"2_4",13402,"Model","Accurate"
"2_4",13912,"Model","Accurate"
"2_4",14002,"Model","Accurate"
"2_4",14100,"Model","Accurate Duplicate"
"2_4",14111,"Model","Accurate Duplicate"
"2_4",14200,"Model","Accurate"
"2_4",14303,"Model","Accurate"
"2_4",14807,"Model","Accurate"
"2_4",15301,"Model","Accurate"
"2_4",15402,"Model","Accurate"
"2_4",15505,"Model","Accurate"
"2_4",15706,"Model","Accurate"
"2_4",15802,"Model","Accurate"
"2_4",15904,"Model","Accurate"
"2_4",16209,"Model","Accurate"
"2_4",16303,"Model","Accurate"
"2_4",16400,"Model","Accurate"
"2_4",16505,"Model","Accurate"
"2_4",16703,"Model","Accurate"
"2_4",17102,"Model","Accurate"
"2_4",17202,"Model","Accurate Duplicate"
"2_4",17219,"Model","Accurate Duplicate"
"2_4",17302,"Model","Accurate"
"2_4",17503,"Model","Accurate"
"2_4",17604,"Model","Accurate"
"2_4",17702,"Model","Accurate"
"2_4",17807,"Model","Accurate"
"2_4",17902,"Model","Accurate"
"2_4",18102,"Model","Accurate"
"2_4",18500,"Model","Accurate"
"2_4",18605,"Model","Accurate"
"2_4",18711,"Model","Accurate"
"2_4",19001,"Model","Accurate"
"2_4",19199,"Model","Accurate"
"2_4",19225,"Model","Inaccurate"
"2_4",19301,"Model","Accurate"
"2_4",19702,"Model","Accurate"
"2_4",19802,"Model","Accurate"
"2_4",20598,"Model","Accurate Duplicate"
"2_4",20601,"Model","Accurate Duplicate"
"2_4",20700,"Model","Accurate"
"2_4",21100,"Model","Accurate"
"2_4",21202,"Model","Accurate"
"2_4",21300,"Model","Accurate"
"2_4",21500,"Model","Accurate"
"2_4",21697,"Model","Accurate Duplicate"
"2_4",21704,"Model","Accurate Duplicate"
"2_4",21801,"Model","Accurate"
"2_4",22098,"Model","Accurate"
"2_4",22205,"Model","Accurate"
"2_4",22301,"Model","Accurate"
"2_4",22399,"Model","Accurate"
"2_4",22500,"Model","Accurate"
"2_4",22598,"Model","Accurate"
"2_4",22702,"Model","Accurate"
"2_4",22800,"Model","Accurate"
"2_4",22899,"Model","Accurate"
"2_4",23001,"Model","Accurate"
"2_4",23094,"Model","Accurate"
"2_4",23201,"Model","Accurate"
"2_4",23300,"Model","Accurate"
"2_4",23404,"Model","Accurate"
"2_4",23492,"Model","Accurate Duplicate"
"2_4",23505,"Model","Accurate Duplicate"
"2_4",23699,"Model","Accurate"
"2_4",23804,"Model","Accurate"
"2_4",23898,"Model","Accurate"
"2_4",24003,"Model","Accurate"
"2_4",24101,"Model","Accurate"
"2_4",24203,"Model","Accurate"
"2_4",24498,"Model","Accurate Duplicate"
"2_4",24500,"Model","Accurate Duplicate"
"2_4",24601,"Model","Accurate"
"2_4",24702,"Model","Accurate"
"2_4",24800,"Model","Accurate"
"2_4",24894,"Model","Accurate Duplicate"
"2_4",24913,"Model","Accurate Duplicate"
"2_4",25000,"Model","Accurate"
"2_4",25203,"Model","Accurate"
"2_4",25302,"Model","Accurate"
"2_4",25402,"Model","Accurate"
"2_4",25602,"Model","Accurate"
"2_4",25806,"Model","Accurate"
"2_4",26102,"Model","Accurate"
"2_4",26203,"Model","Accurate"
"2_4",26313,"Model","Accurate"
"2_4",26397,"Model","Accurate Duplicate"
"2_4",26403,"Model","Accurate Duplicate"
"2_4",26601,"Model","Accurate"
"2_4",26690,"Model","Accurate Duplicate"
"2_4",26697,"Model","Accurate Duplicate"
"2_4",26803,"Model","Accurate"
"2_4",26903,"Model","Accurate"
"2_4",27009,"Model","Accurate"
"2_4",27199,"Model","Accurate"
"2_4",27303,"Model","Accurate"
"2_4",27498,"Model","Accurate"
"2_4",27583,"Model","Accurate Duplicate"
"2_4",27598,"Model","Accurate Duplicate"
"2_4",27613,"Model","Accurate Duplicate"
"2_4",27694,"Model","Accurate"
"2_4",27905,"Model","Accurate"
"2_4",28091,"Model","Accurate"
"2_4",28205,"Model","Accurate"
"2_4",28309,"Model","Accurate"
"2_4",28403,"Model","Accurate"
"2_4",28603,"Model","Accurate"
"2_4",28702,"Model","Accurate"
"2_4",28804,"Model","Accurate"
"2_4",29109,"Model","Accurate Duplicate"
"2_4",29112,"Model","Accurate Duplicate"
"2_4",29193,"Model","Accurate Duplicate"
"2_4",29205,"Model","Accurate Duplicate"
"2_4",29310,"Model","Accurate"
"2_4",29498,"Model","Accurate"
"2_4",29604,"Model","Accurate"
"2_4",29702,"Model","Accurate"
"2_4",29880,"Model","Accurate"
"2_4",30103,"Model","Accurate"
"2_4",30806,"Model","Accurate"
"2_4",30898,"Model","Accurate"
"2_4",31006,"Model","Accurate"
"2_4",31102,"Model","Accurate"
"2_4",31198,"Model","Accurate Duplicate"
"2_4",31209,"Model","Accurate Duplicate"
"2_4",31306,"Model","Accurate"
"2_4",31491,"Model","Accurate"
"2_4",31600,"Model","Accurate"
"2_4",31712,"Model","Accurate"
"2_4",31794,"Model","Accurate"
"2_4",31903,"Model","Accurate"
"2_4",32102,"Model","Accurate Duplicate"
"2_4",32110,"Model","Accurate Duplicate"
"2_4",32202,"Model","Accurate"
"2_4",32303,"Model","Accurate"
"2_4",32403,"Model","Accurate"
"2_4",32503,"Model","Accurate"
"2_4",32905,"Model","Accurate"
"2_4",32999,"Model","Accurate"
"2_4",33110,"Model","Accurate"
"2_4",33198,"Model","Accurate"
"2_4",33300,"Model","Accurate"
"2_4",33502,"Model","Accurate"
"2_4",33602,"Model","Accurate"
"2_4",33803,"Model","Accurate"
"2_4",33903,"Model","Accurate"
"2_4",34001,"Model","Accurate"
"2_4",34202,"Model","Accurate"
"2_4",34497,"Model","Accurate"
"2_4",34610,"Model","Accurate"
"2_4",34697,"Model","Accurate"
"2_4",34800,"Model","Accurate"
"2_4",35301,"Model","Accurate"
"2_4",35499,"Model","Accurate Duplicate"
"2_4",35515,"Model","Accurate Duplicate"
"2_4",35597,"Model","Accurate"
"2_4",35705,"Model","Accurate"
"2_4",35803,"Model","Accurate"
"2_4",36095,"Model","Accurate"
"2_4",36203,"Model","Accurate"
"2_4",36304,"Model","Accurate"
"2_4",36404,"Model","Accurate"
"2_4",36497,"Model","Accurate Duplicate"
"2_4",36502,"Model","Accurate Duplicate"
"2_4",36702,"Model","Accurate"
"2_4",36903,"Model","Accurate"
"2_4",36996,"Model","Accurate"
"2_4",37101,"Model","Accurate"
"2_4",37193,"Model","Accurate Duplicate"
"2_4",37209,"Model","Accurate Duplicate"
"2_4",37302,"Model","Accurate"
"2_4",37503,"Model","Accurate"
"2_4",38008,"Model","Accurate"
"2_4",38096,"Model","Accurate"
"2_4",38207,"Model","Accurate"
"2_4",38306,"Model","Accurate"
"2_4",38409,"Model","Accurate"
"2_4",38507,"Model","Accurate"
"2_4",38902,"Model","Accurate"
"2_4",38998,"Model","Accurate Duplicate"
"2_4",39002,"Model","Accurate Duplicate"
"2_4",39102,"Model","Accurate"
"2_4",39202,"Model","Accurate"
"2_4",39500,"Model","Accurate"
"2_4",39702,"Model","Accurate"
"2_4",39805,"Model","Accurate"
"2_4",39836,"Model","Inaccurate"
"2_4",39904,"Model","Accurate"
"2_4",40000,"Model","Accurate"
"2_4",40102,"Model","Accurate"
"2_4",40201,"Model","Accurate"
"2_4",40302,"Model","Accurate"
"2_4",40702,"Model","Accurate"
"2_4",40804,"Model","Accurate"
"2_4",40901,"Model","Accurate"
"2_4",41017,"Model","Accurate"
"2_4",41202,"Model","Accurate"
"2_4",41707,"Model","Accurate Duplicate"
"2_4",41715,"Model","Accurate Duplicate"
"2_4",41897,"Model","Accurate Duplicate"
"2_4",41903,"Model","Accurate Duplicate"
"2_4",42084,"Model","Accurate"
"2_4",42107,"Model","Accurate"
"2_4",42199,"Model","Accurate Duplicate"
"2_4",42200,"Model","Accurate Duplicate"
"2_4",42399,"Model","Accurate"
"2_4",42505,"Model","Accurate"
"2_4",42602,"Model","Accurate"
"2_4",42705,"Model","Accurate"
"2_4",42804,"Model","Accurate"
"2_4",43102,"Model","Accurate"
"2_4",43205,"Model","Accurate"
"2_4",43304,"Model","Accurate"
"2_4",43401,"Model","Accurate Duplicate"
"2_4",43402,"Model","Accurate Duplicate"
"2_4",43502,"Model","Accurate"
"2_4",43704,"Model","Accurate"
"2_4",43803,"Model","Accurate"
"2_4",44100,"Model","Accurate"
"2_4",44203,"Model","Accurate"
"2_4",44701,"Model","Accurate"
"2_4",44784,"Model","Accurate Duplicate"
"2_4",44801,"Model","Accurate Duplicate"
"2_4",44900,"Model","Accurate"
"2_4",45802,"Model","Accurate"
"2_4",45903,"Model","Accurate"
"2_4",46010,"Model","Accurate"
"2_4",46100,"Model","Accurate"
"2_4",46304,"Model","Accurate"
"2_4",46403,"Model","Accurate"
"2_4",46496,"Model","Accurate Duplicate"
"2_4",46509,"Model","Accurate Duplicate"
"2_4",46601,"Model","Accurate"
"2_4",46698,"Model","Accurate"
"2_4",46802,"Model","Accurate"
"2_4",47098,"Model","Accurate"
"2_4",47203,"Model","Accurate"
"2_4",47603,"Model","Accurate"
"2_4",47924,"Model","Inaccurate"
"2_4",48002,"Model","Accurate"
"2_4",48106,"Model","Accurate"
"2_4",48201,"Model","Accurate"
"2_4",48304,"Model","Accurate"
"2_4",48400,"Model","Accurate"
"2_4",48499,"Model","Accurate Duplicate"
"2_4",48504,"Model","Accurate Duplicate"
"2_4",48512,"Model","Accurate Duplicate"
"2_4",48602,"Model","Accurate"
"2_4",48902,"Model","Accurate"
"2_4",49002,"Model","Accurate"
"2_4",49167,"Model","Inaccurate"
"2_4",49201,"Model","Accurate"
"2_4",49299,"Model","Accurate"
"2_4",49392,"Model","Accurate"
"2_4",49503,"Model","Accurate Duplicate"
"2_4",49511,"Model","Accurate Duplicate"
"2_4",49602,"Model","Accurate"
"2_4",49693,"Model","Accurate"
"2_4",49792,"Model","Accurate"
"2_4",49902,"Model","Accurate"
"3_4",400,"True","True"
"3_4",500,"True","True"
"3_4",700,"True","True"
"3_4",800,"True","True"
"3_4",900,"True","True"
"3_4",1000,"True","True"
"3_4",1100,"True","True"
"3_4",1200,"True","True"
"3_4",1300,"True","True"
"3_4",1400,"True","True"
"3_4",1900,"True","True"
"3_4",2000,"True","True"
"3_4",2200,"True","True"
"3_4",2300,"True","True"
"3_4",2500,"True","True"
"3_4",2700,"True","True"
"3_4",2800,"True","True"
"3_4",2900,"True","True"
"3_4",3100,"True","True"
"3_4",3200,"True","True"
"3_4",3300,"True","True"
"3_4",4400,"True","True"
"3_4",4500,"True","True"
"3_4",4900,"True","True"
"3_4",5000,"True","True"
"3_4",5200,"True","True"
"3_4",5300,"True","True"
"3_4",5400,"True","True"
"3_4",5600,"True","True"
"3_4",5800,"True","True"
"3_4",6000,"True","True"
"3_4",6100,"True","True"
"3_4",6200,"True","True"
"3_4",6300,"True","True"
"3_4",6400,"True","True"
"3_4",6500,"True","True"
"3_4",6600,"True","True"
"3_4",6700,"True","True"
"3_4",6900,"True","True"
"3_4",7000,"True","True"
"3_4",7100,"True","True"
"3_4",7200,"True","True"
"3_4",7400,"True","True"
"3_4",7500,"True","True"
"3_4",7900,"True","True"
"3_4",8100,"True","True"
"3_4",8300,"True","True"
"3_4",8500,"True","True"
"3_4",8900,"True","True"
"3_4",9000,"True","True"
"3_4",9200,"True","True"
"3_4",9300,"True","True"
"3_4",9400,"True","True"
"3_4",9500,"True","True"
"3_4",9600,"True","True"
"3_4",9800,"True","True"
"3_4",10000,"True","True"
"3_4",10100,"True","True"
"3_4",10400,"True","True"
"3_4",10500,"True","True"
"3_4",10600,"True","True"
"3_4",10800,"True","True"
"3_4",10900,"True","True"
"3_4",11000,"True","True"
"3_4",11100,"True","True"
"3_4",11200,"True","True"
"3_4",11300,"True","True"
"3_4",11900,"True","True"
"3_4",12000,"True","True"
"3_4",12100,"True","True"
"3_4",12300,"True","True"
"3_4",12400,"True","True"
"3_4",12500,"True","True"
"3_4",12600,"True","True"
"3_4",12700,"True","True"
"3_4",12900,"True","True"
"3_4",13000,"True","True"
"3_4",13500,"True","True"
"3_4",13600,"True","True"
"3_4",13800,"True","True"
"3_4",13900,"True","True"
"3_4",14100,"True","True"
"3_4",14200,"True","True"
"3_4",14300,"True","True"
"3_4",14900,"True","True"
"3_4",15000,"True","True"
"3_4",15200,"True","True"
"3_4",15300,"True","True"
"3_4",15400,"True","True"
"3_4",15600,"True","True"
"3_4",15700,"True","True"
"3_4",15800,"True","True"
"3_4",16000,"True","True"
"3_4",16200,"True","True"
"3_4",16300,"True","True"
"3_4",16400,"True","True"
"3_4",16500,"True","True"
"3_4",16700,"True","True"
"3_4",16800,"True","True"
"3_4",16900,"True","True"
"3_4",17000,"True","True"
"3_4",17200,"True","True"
"3_4",17300,"True","True"
"3_4",17400,"True","True"
"3_4",17500,"True","True"
"3_4",17800,"True","True"
"3_4",18000,"True","True"
"3_4",18200,"True","True"
"3_4",18300,"True","True"
"3_4",18500,"True","True"
"3_4",18600,"True","True"
"3_4",18700,"True","True"
"3_4",18900,"True","True"
"3_4",19100,"True","True"
"3_4",19200,"True","True"
"3_4",19300,"True","True"
"3_4",19400,"True","True"
"3_4",19500,"True","True"
"3_4",19600,"True","True"
"3_4",19800,"True","True"
"3_4",19900,"True","True"
"3_4",20000,"True","True"
"3_4",20100,"True","True"
"3_4",20200,"True","True"
"3_4",20400,"True","True"
"3_4",20500,"True","True"
"3_4",20700,"True","True"
"3_4",20800,"True","Missing"
"3_4",20900,"True","Missing"
"3_4",21000,"True","True"
"3_4",21100,"True","True"
"3_4",21300,"True","True"
"3_4",21400,"True","True"
"3_4",21500,"True","True"
"3_4",21600,"True","True"
"3_4",21800,"True","True"
"3_4",22000,"True","True"
"3_4",22100,"True","True"
"3_4",22300,"True","True"
"3_4",22400,"True","True"
"3_4",22600,"True","True"
"3_4",22700,"True","True"
"3_4",22800,"True","True"
"3_4",22900,"True","True"
"3_4",23400,"True","True"
"3_4",23500,"True","True"
"3_4",23600,"True","True"
"3_4",24100,"True","True"
"3_4",24200,"True","True"
"3_4",24300,"True","True"
"3_4",24400,"True","True"
"3_4",24600,"True","True"
"3_4",24900,"True","True"
"3_4",25100,"True","Missing"
"3_4",25200,"True","Missing"
"3_4",25400,"True","True"
"3_4",25800,"True","True"
"3_4",25900,"True","True"
"3_4",26100,"True","True"
"3_4",26300,"True","True"
"3_4",26400,"True","True"
"3_4",26500,"True","True"
"3_4",26900,"True","True"
"3_4",27000,"True","True"
"3_4",27300,"True","True"
"3_4",27400,"True","True"
"3_4",27600,"True","True"
"3_4",27700,"True","True"
"3_4",27800,"True","True"
"3_4",28000,"True","True"
"3_4",28400,"True","True"
"3_4",28500,"True","True"
"3_4",28700,"True","True"
"3_4",28800,"True","True"
"3_4",29300,"True","True"
"3_4",29400,"True","True"
"3_4",29700,"True","True"
"3_4",29900,"True","True"
"3_4",30100,"True","True"
"3_4",30500,"True","True"
"3_4",30600,"True","True"
"3_4",30800,"True","True"
"3_4",30900,"True","True"
"3_4",31000,"True","True"
"3_4",31100,"True","True"
"3_4",31200,"True","True"
"3_4",31300,"True","True"
"3_4",31500,"True","True"
"3_4",32200,"True","True"
"3_4",32300,"True","True"
"3_4",32500,"True","True"
"3_4",32600,"True","True"
"3_4",33100,"True","True"
"3_4",33200,"True","True"
"3_4",33300,"True","True"
"3_4",34200,"True","True"
"3_4",34300,"True","True"
"3_4",34500,"True","True"
"3_4",34600,"True","True"
"3_4",34700,"True","True"
"3_4",34800,"True","True"
"3_4",34900,"True","True"
"3_4",35000,"True","True"
"3_4",35200,"True","True"
"3_4",35300,"True","True"
"3_4",35700,"True","True"
"3_4",35800,"True","True"
"3_4",36000,"True","True"
"3_4",36100,"True","True"
"3_4",36200,"True","True"
"3_4",36400,"True","True"
"3_4",36500,"True","True"
"3_4",36600,"True","True"
"3_4",36900,"True","True"
"3_4",37000,"True","True"
"3_4",37200,"True","True"
"3_4",37300,"True","True"
"3_4",37600,"True","True"
"3_4",37700,"True","True"
"3_4",37800,"True","True"
"3_4",37900,"True","True"
"3_4",38000,"True","True"
"3_4",38100,"True","True"
"3_4",38200,"True","True"
"3_4",38300,"True","True"
"3_4",38800,"True","True"
"3_4",38900,"True","True"
"3_4",39000,"True","True"
"3_4",39100,"True","True"
"3_4",39200,"True","True"
"3_4",39500,"True","True"
"3_4",39800,"True","True"
"3_4",39900,"True","True"
"3_4",40100,"True","True"
"3_4",40500,"True","True"
"3_4",40600,"True","True"
"3_4",40800,"True","True"
"3_4",40900,"True","True"
"3_4",41000,"True","True"
"3_4",41300,"True","True"
"3_4",41400,"True","True"
"3_4",41600,"True","True"
"3_4",41700,"True","True"
"3_4",41800,"True","True"
"3_4",42200,"True","True"
"3_4",42400,"True","True"
"3_4",42700,"True","True"
"3_4",42800,"True","True"
"3_4",43200,"True","True"
"3_4",43300,"True","True"
"3_4",43600,"True","True"
"3_4",43800,"True","True"
"3_4",44100,"True","True"
"3_4",44200,"True","True"
"3_4",44300,"True","True"
"3_4",44500,"True","True"
"3_4",44800,"True","True"
"3_4",45200,"True","True"
"3_4",45700,"True","True"
"3_4",45800,"True","True"
"3_4",45900,"True","True"
"3_4",46100,"True","True"
"3_4",46300,"True","True"
"3_4",46500,"True","True"
"3_4",46800,"True","True"
"3_4",46900,"True","True"
"3_4",47000,"True","True"
"3_4",47100,"True","True"
"3_4",47300,"True","True"
"3_4",47600,"True","True"
"3_4",47700,"True","True"
"3_4",47800,"True","True"
"3_4",47900,"True","True"
"3_4",48100,"True","True"
"3_4",48300,"True","True"
"3_4",48400,"True","True"
"3_4",48500,"True","True"
"3_4",48800,"True","True"
"3_4",49000,"True","True"
"3_4",49200,"True","True"
"3_4",49300,"True","True"
"3_4",49400,"True","True"
"3_4",49500,"True","True"
"3_4",49700,"True","True"
"3_4",49800,"True","True"
"3_4",49900,"True","True"
"3_4",405,"Model","Accurate"
"3_4",508,"Model","Accurate"
"3_4",697,"Model","Accurate"
"3_4",778,"Model","Inaccurate"
"3_4",802,"Model","Accurate"
"3_4",900,"Model","Accurate"
"3_4",1007,"Model","Accurate"
"3_4",1102,"Model","Accurate"
"3_4",1202,"Model","Accurate"
"3_4",1286,"Model","Accurate Duplicate"
"3_4",1301,"Model","Accurate Duplicate"
"3_4",1401,"Model","Accurate"
"3_4",1899,"Model","Accurate"
"3_4",1998,"Model","Accurate"
"3_4",2207,"Model","Accurate"
"3_4",2294,"Model","Accurate"
"3_4",2332,"Model","Inaccurate"
"3_4",2510,"Model","Accurate"
"3_4",2702,"Model","Accurate"
"3_4",2797,"Model","Accurate"
"3_4",2903,"Model","Accurate"
"3_4",3106,"Model","Accurate"
"3_4",3204,"Model","Accurate"
"3_4",3301,"Model","Accurate"
"3_4",4389,"Model","Accurate Duplicate"
"3_4",4390,"Model","Accurate Duplicate"
"3_4",4503,"Model","Accurate"
"3_4",4746,"Model","Inaccurate"
"3_4",4905,"Model","Accurate"
"3_4",4998,"Model","Accurate"
"3_4",5199,"Model","Accurate"
"3_4",5302,"Model","Accurate"
"3_4",5329,"Model","Inaccurate"
"3_4",5377,"Model","Inaccurate"
"3_4",5405,"Model","Accurate"
"3_4",5600,"Model","Accurate Duplicate"
"3_4",5611,"Model","Accurate Duplicate"
"3_4",5612,"Model","Accurate Duplicate"
"3_4",5802,"Model","Accurate"
"3_4",6001,"Model","Accurate Duplicate"
"3_4",6005,"Model","Accurate Duplicate"
"3_4",6096,"Model","Accurate"
"3_4",6199,"Model","Accurate"
"3_4",6245,"Model","Inaccurate"
"3_4",6296,"Model","Accurate Duplicate"
"3_4",6310,"Model","Accurate Duplicate"
"3_4",6394,"Model","Accurate Duplicate"
"3_4",6404,"Model","Accurate Duplicate"
"3_4",6501,"Model","Accurate"
"3_4",6602,"Model","Accurate"
"3_4",6705,"Model","Accurate"
"3_4",6888,"Model","Accurate Duplicate"
"3_4",6896,"Model","Accurate Duplicate"
"3_4",7001,"Model","Accurate"
"3_4",7098,"Model","Accurate"
"3_4",7201,"Model","Accurate"
"3_4",7402,"Model","Accurate"
"3_4",7498,"Model","Accurate Duplicate"
"3_4",7499,"Model","Accurate Duplicate"
"3_4",7890,"Model","Accurate"
"3_4",8104,"Model","Accurate"
"3_4",8299,"Model","Accurate"
"3_4",8499,"Model","Accurate"
"3_4",8892,"Model","Accurate"
"3_4",8915,"Model","Accurate"
"3_4",8997,"Model","Accurate"
"3_4",9212,"Model","Accurate Duplicate"
"3_4",9216,"Model","Accurate Duplicate"
"3_4",9301,"Model","Accurate"
"3_4",9409,"Model","Accurate"
"3_4",9500,"Model","Accurate"
"3_4",9608,"Model","Accurate"
"3_4",9802,"Model","Accurate"
"3_4",9994,"Model","Accurate Duplicate"
"3_4",10003,"Model","Accurate Duplicate"
"3_4",10101,"Model","Accurate"
"3_4",10388,"Model","Accurate Duplicate"
"3_4",10395,"Model","Accurate Duplicate"
"3_4",10503,"Model","Accurate"
"3_4",10604,"Model","Accurate"
"3_4",10796,"Model","Accurate Duplicate"
"3_4",10799,"Model","Accurate Duplicate"
"3_4",10835,"Model","Inaccurate"
"3_4",10902,"Model","Accurate"
"3_4",11002,"Model","Accurate"
"3_4",11109,"Model","Accurate"
